wall_time_s,sim_time_s,cpu_run_util,mem_run_util,running_count,unsched_count,prio1_run_time_s,prio2_run_time_s,prio3_run_time_s,prio4_run_time_s
4.787,4.820,0.024063,0.056259,0,0,0.000000,0.000000,0.000000,0.000000
11.322,11.355,0.024063,0.056259,5,0,0.000000,0.000000,13.070096,19.605145
16.983,17.016,0.024063,0.056259,5,0,0.000000,0.000000,24.391765,36.587647
22.272,22.305,0.019375,0.052846,4,0,0.000000,0.000000,34.969842,47.165724
