id,cpu_request,mem_request,inter_arrival_us,life_time_us
instance_11278,64.0,320.0,1000000,597496999999
instance_11260,64.0,320.0,396000000,129000000
instance_11282,48.0,240.0,22000000,503338999999
instance_11252,64.0,320.0,241000000,121000000
instance_11284,64.0,320.0,59000000,109679999999
instance_11255,64.0,320.0,72000000,131000000
instance_11286,96.0,480.0,115000000,734910999999
instance_11288,64.0,320.0,33000000,12096000000
instance_11273,64.0,320.0,230000000,887748000000
instance_11254,64.0,320.0,69000000,131000000
instance_11291,16.0,80.0,131000000,305092999999
instance_11295,48.0,240.0,257000000,6051000000
instance_11296,64.0,320.0,0,7363000000
instance_11297,64.0,320.0,0,17346999999
instance_11298,64.0,320.0,0,100062999999
instance_11299,64.0,320.0,0,120384999999
instance_11303,96.0,480.0,0,234527999999
instance_11294,96.0,640.0,125000000,5865000000
instance_11305,64.0,320.0,836000000,59318999999
instance_11310,96.0,480.0,272000000,1257959000000
instance_11311,64.0,320.0,27000000,271907999999
instance_11312,64.0,320.0,60000000,8613000000
instance_11313,64.0,320.0,0,104976999999
instance_11314,64.0,320.0,0,608697999999
instance_11315,96.0,480.0,0,1153854000000
instance_11318,64.0,320.0,240000000,7853000000
instance_11319,16.0,80.0,800000000,385706999999
instance_11320,64.0,320.0,217000000,78145999999
instance_11323,96.0,480.0,279000000,239986999999
instance_11321,64.0,320.0,391000000,130000000
instance_11327,64.0,320.0,669000000,105354999999
instance_11330,96.0,480.0,870000000,121000000
instance_11331,64.0,320.0,211000000,18385999999
instance_11332,64.0,320.0,30000000,2498000000
instance_11334,48.0,200.0,29000000,1482031000000
instance_11335,64.0,350.0,0,227000000
instance_11338,64.0,320.0,150000000,99676999999
instance_11339,64.0,320.0,37000000,87665999999
instance_11340,48.0,240.0,0,88036999999
instance_11342,48.0,240.0,0,701607999999
instance_11341,64.0,320.0,1000000,96573999999
instance_11345,64.0,320.0,0,8150000000
instance_11346,96.0,640.0,0,11548000000
instance_11347,64.0,320.0,0,11624000000
instance_11348,96.0,480.0,0,87601999999
instance_11351,64.0,320.0,0,92756999999
instance_11352,96.0,480.0,0,94483999999
instance_11354,48.0,200.0,0,155927999999
instance_11355,96.0,480.0,0,283068999999
instance_11356,48.0,200.0,0,498006999999
instance_11357,64.0,320.0,0,694287999999
instance_11358,96.0,480.0,0,84008999999
instance_11362,64.0,320.0,0,109876999999
instance_11365,96.0,480.0,1000000,85582999999
instance_11361,96.0,480.0,2000000,107334999999
instance_11364,96.0,480.0,1000000,8167000000
instance_11359,96.0,600.0,1000000,125000000
instance_11367,96.0,480.0,198000000,8057000000
instance_11395,64.0,320.0,333000000,126000000
instance_11371,64.0,320.0,94000000,106855999999
instance_11372,64.0,320.0,0,177460999999
instance_11374,96.0,480.0,60000000,1630459000000
instance_11400,64.0,320.0,4000000,124000000
instance_11377,48.0,240.0,62000000,210623999999
instance_11349,64.0,500.0,43000000,91095999999
instance_11370,64.0,320.0,91000000,91811999999
instance_11379,96.0,480.0,20000000,101145999999
instance_11398,64.0,320.0,43000000,127000000
instance_11380,96.0,480.0,9000000,7827000000
instance_11369,64.0,320.0,59000000,131000000
instance_11381,96.0,480.0,37000000,1491681000000
instance_11382,64.0,320.0,172000000,92241999999
instance_11383,64.0,320.0,91000000,125000000
instance_11344,64.0,320.0,192000000,128000000
instance_11385,96.0,480.0,47000000,755350999999
instance_11386,48.0,240.0,31000000,1213389000000
instance_11387,64.0,320.0,219000000,1126819000000
instance_11394,48.0,240.0,149000000,9411000000
instance_11388,64.0,320.0,22000000,746635999999
instance_11391,64.0,320.0,5000000,125000000
instance_11389,96.0,480.0,24000000,773010999999
instance_11390,96.0,480.0,1000000,1337772000000
instance_11392,64.0,320.0,273000000,123000000
instance_11397,64.0,320.0,198000000,5656000000
instance_11401,16.0,80.0,168000000,296767999999
instance_11402,16.0,80.0,0,321491999999
instance_11403,16.0,80.0,1000000,296759999999
instance_11404,48.0,200.0,169000000,72522999999
instance_11406,96.0,480.0,211000000,1023209000000
instance_11408,64.0,320.0,300000000,1165133000000
instance_11409,48.0,240.0,104000000,16499999999
instance_11410,64.0,400.0,54000000,771617999999
instance_11411,64.0,320.0,812000000,98494999999
instance_11412,96.0,480.0,0,1099877000000
instance_11413,8.0,40.0,1079000000,2581000000
instance_11414,8.0,40.0,0,2581000000
instance_11415,64.0,320.0,50000000,108974999999
instance_11416,64.0,320.0,2000000,97758999999
instance_11417,96.0,480.0,140000000,3007000000
instance_11424,64.0,320.0,1966000000,100418999999
instance_11425,64.0,320.0,0,454189999999
instance_11423,96.0,480.0,1000000,92522999999
instance_11427,96.0,480.0,592000000,9758999999
instance_11428,96.0,480.0,141000000,41219999999
instance_11429,64.0,320.0,16000000,8070999999
instance_11430,64.0,320.0,90000000,3530999999
instance_11431,64.0,320.0,240000000,8021999999
instance_11433,96.0,480.0,2041000000,155241999999
instance_11436,64.0,320.0,518000000,4111999999
instance_11437,64.0,320.0,60000000,4755999999
instance_11438,64.0,320.0,120000000,33367999999
instance_11439,64.0,320.0,0,49012999999
instance_11440,64.0,320.0,90000000,9319999999
instance_11441,64.0,420.0,1230999999,147080000000
instance_11442,192.0,960.0,570000000,784999000000
instance_11443,96.0,480.0,960000000,640000000
instance_11444,64.0,320.0,602000000,6167000000
instance_11445,64.0,320.0,720000000,29142000000
instance_11446,64.0,320.0,360000000,25816000000
instance_11447,64.0,320.0,60000000,59170000000
instance_11448,96.0,480.0,967000000,114234000000
instance_11449,96.0,480.0,29000000,4273000000
instance_11452,48.0,240.0,2019000000,8746000000
instance_11453,192.0,960.0,0,155866000000
instance_11455,64.0,320.0,1110000000,736438000000
instance_11456,64.0,320.0,140000000,79587000000
instance_11457,96.0,480.0,1000000,80234000000
instance_11459,48.0,240.0,1450000000,687658000000
instance_11461,48.0,240.0,4479000000,951000000
instance_11462,64.0,320.0,0,29459000000
instance_11463,192.0,937.5,630000000,17860000000
instance_11465,64.0,320.0,990000000,974975000000
instance_11466,64.0,320.0,2894000000,3678000000
instance_11467,64.0,320.0,0,22038000000
instance_11470,64.0,320.0,2918000000,7441000000
instance_11472,192.0,937.5,303000000,250520000000
instance_11473,64.0,320.0,807000000,39253000000
instance_11476,16.0,80.0,1000000000,72236000000
instance_11478,48.0,300.0,1701000000,7466000000
instance_11479,192.0,960.0,698000000,196745000000
instance_11480,48.0,300.0,854000000,19759000000
instance_11481,48.0,240.0,276000000,9004000000
instance_11482,48.0,300.0,874000000,1102000000
instance_11483,64.0,320.0,4000000,1090000000
instance_11484,64.0,320.0,180000000,4368000000
instance_11485,64.0,320.0,0,26110000000
instance_11486,192.0,937.5,0,358652000000
instance_11488,192.0,960.0,61000000,92162000000
instance_11490,64.0,320.0,826000000,14905000000
instance_11491,192.0,937.5,883000000,517875000000
instance_11495,64.0,320.0,1935000000,22288000000
instance_11496,64.0,320.0,30000000,6375000000
instance_11497,8.0,40.0,1087000000,12154000000
instance_11498,64.0,320.0,582000000,11814000000
instance_11500,64.0,320.0,481000000,45882000000
instance_11501,16.0,80.0,684000000,5669000000
instance_11502,8.0,40.0,0,5719000000
instance_11503,64.0,320.0,156000000,19557000000
instance_11504,48.0,240.0,141000000,853148000000
instance_11505,64.0,320.0,463000000,8190000000
instance_11506,64.0,320.0,1193000000,6834000000
instance_11508,48.0,300.0,322000000,1550202000000
instance_11509,48.0,240.0,632000000,183942000000
instance_11510,192.0,937.5,1087000000,72312000000
instance_11513,96.0,800.0,678000000,1233000000
instance_11515,96.0,800.0,31000000,1229000000
instance_11516,8.0,40.0,574000000,11548000000
instance_11517,64.0,320.0,102000000,3217000000
instance_11518,64.0,320.0,105000000,2439000000
instance_11519,64.0,320.0,0,2560000000
instance_11520,8.0,40.0,30000000,55574000000
instance_11521,16.0,80.0,0,55624000000
instance_11522,16.0,80.0,1000000,66545000000
instance_11523,64.0,320.0,44000000,7028000000
instance_11525,64.0,320.0,1474000000,5652000000
instance_11527,64.0,320.0,7000000,38760000000
instance_11528,48.0,300.0,10000000,5805000000
instance_11529,64.0,320.0,7000000,41512000000
instance_11530,64.0,320.0,1000000,5217000000
instance_11531,64.0,320.0,3000000,42483000000
instance_11533,64.0,320.0,769000000,12049000000
instance_11534,64.0,320.0,30000000,11901000000
instance_11535,64.0,320.0,239000000,20402000000
instance_11536,64.0,320.0,271000000,11187000000
instance_11537,64.0,320.0,0,29914000000
instance_11538,64.0,320.0,29000000,24741000000
instance_11544,8.0,40.0,169000000,546000000
instance_11545,2.0,16.0,3000000,15102000000
instance_11547,8.0,40.0,758000000,31147000000
instance_11548,64.0,320.0,482000000,43694000000
instance_11549,64.0,320.0,146000000,61484000000
instance_11552,48.0,300.0,1775000000,7655000000
instance_11553,64.0,320.0,0,34684000000
instance_11554,64.0,320.0,0,222648000000
instance_11555,64.0,320.0,3000000,7254000000
instance_11556,192.0,960.0,713000000,746842000000
instance_11557,96.0,480.0,279000000,2735000000
instance_11564,8.0,32.0,514000000,10459000000
instance_11565,8.0,16.0,0,400931000000
instance_11566,64.0,320.0,1007000000,5208000000
instance_11568,48.0,240.0,1358000000,1295971000000
instance_11570,48.0,300.0,708000000,10886000000
instance_11573,8.0,40.0,237000000,55699000000
instance_11574,16.0,80.0,0,97066000000
instance_11576,8.0,40.0,77000000,1217190000000
instance_11577,96.0,600.0,406000000,1027875000000
instance_11588,64.0,320.0,1352000000,6448000000
instance_11589,8.0,40.0,0,18283000000
instance_11590,8.0,40.0,0,18283000000
instance_11591,64.0,320.0,0,34288000000
instance_11592,64.0,320.0,0,34358000000
instance_11593,8.0,40.0,0,82344000000
instance_11594,8.0,40.0,0,82344000000
instance_11595,8.0,40.0,0,333693000000
instance_11596,8.0,40.0,0,333994000000
instance_11597,8.0,40.0,0,334281000000
instance_11598,8.0,40.0,0,334368000000
instance_11621,8.0,40.0,0,18283000000
instance_11622,8.0,40.0,0,18290000000
instance_11623,8.0,40.0,0,19611000000
instance_11624,8.0,40.0,0,19612000000
instance_11625,8.0,40.0,0,19613000000
instance_11626,64.0,320.0,0,26514000000
instance_11628,64.0,320.0,0,27190000000
instance_11635,64.0,320.0,0,36780000000
instance_11636,8.0,40.0,0,82344000000
instance_11637,8.0,40.0,0,82344000000
instance_11638,8.0,40.0,0,333695000000
instance_11639,8.0,40.0,0,333693000000
instance_11640,8.0,40.0,0,333985000000
instance_11641,8.0,40.0,0,333995000000
instance_11642,8.0,40.0,0,334047000000
instance_11644,8.0,40.0,0,334371000000
instance_11647,8.0,40.0,0,431972000000
instance_11648,8.0,40.0,0,431981000000
instance_11643,8.0,40.0,1000000,334297000000
instance_11662,64.0,320.0,71000000,688635000000
instance_11664,64.0,320.0,3000000,28778000000
instance_11665,64.0,320.0,448000000,9998000000
instance_11667,64.0,320.0,59000000,34366000000
instance_11668,64.0,320.0,30000000,9957000000
instance_11669,64.0,320.0,0,27327000000
instance_11670,64.0,320.0,30000000,36273000000
instance_11671,64.0,320.0,0,67882000000
instance_11672,64.0,320.0,0,53871000000
instance_11673,64.0,320.0,91000000,88574000000
instance_11691,8.0,40.0,914000000,1447011000000
instance_11692,96.0,480.0,1485000000,6921000000
instance_11693,192.0,960.0,63000000,182984000000
instance_11695,8.0,40.0,343000000,8271000000
instance_11696,64.0,320.0,80000000,222000000
instance_11697,8.0,40.0,1000000,814000000
instance_11699,64.0,320.0,9000000,68644000000
instance_11700,8.0,40.0,11000000,187000000
instance_11701,96.0,480.0,124000000,8053000000
instance_11694,96.0,480.0,28000000,35000000
instance_11704,8.0,16.0,1253000000,2579000000
instance_11705,12.0,120.0,0,78527000000
instance_11709,8.0,40.0,1000000,328626000000
instance_11710,8.0,32.0,0,426997000000
instance_11714,16.0,80.0,1000000,328580000000
instance_11715,16.0,80.0,0,328600000000
instance_11716,8.0,40.0,0,328678000000
instance_11717,8.0,40.0,2000000,937227000000
instance_11719,8.0,40.0,2000000,328546000000
instance_11722,8.0,40.0,18000000,7000000
instance_11723,96.0,480.0,139000000,59733000000
instance_11724,8.0,40.0,73000000,6000000
instance_11725,64.0,320.0,571000000,6889000000
instance_11726,64.0,320.0,2000000,3879000000
instance_11728,64.0,320.0,943000000,20122000000
instance_11729,64.0,320.0,436000000,56518000000
instance_11730,8.0,16.0,85000000,326375000000
instance_11731,48.0,300.0,501000000,4789000000
instance_11732,64.0,320.0,0,950360000000
instance_11733,64.0,320.0,1034000000,3935000000
instance_11734,48.0,200.0,332000000,78393000000
instance_11735,48.0,240.0,0,951000000
instance_11736,64.0,320.0,0,17622000000
instance_11737,48.0,200.0,0,1288035000000
instance_11738,64.0,320.0,87000000,10296000000
instance_11739,64.0,320.0,240000000,10262000000
instance_11740,64.0,320.0,0,40301000000
instance_11742,64.0,320.0,211000000,40738000000
instance_11744,96.0,480.0,421000000,1494211000000
instance_11745,48.0,240.0,0,91524000000
instance_11747,48.0,300.0,1260000000,439598000000
instance_11746,48.0,200.0,1000000,356465000000
instance_11749,64.0,320.0,299000000,7476000000
instance_11751,12.0,120.0,1578000000,3823000000
instance_11752,12.0,120.0,0,3877000000
instance_11753,12.0,120.0,0,3937000000
instance_11754,12.0,120.0,0,4035000000
instance_11755,12.0,120.0,0,3966000000
instance_11756,12.0,120.0,0,5324000000
instance_11757,8.0,16.0,0,4923000000
instance_11758,8.0,40.0,0,5007000000
instance_11759,8.0,40.0,0,6574000000
instance_11760,8.0,40.0,1000000,320422000000
instance_11761,64.0,320.0,221000000,57806000000
instance_11762,64.0,320.0,1350000000,35339000000
instance_11766,12.0,120.0,1024000000,2707000000
instance_11768,96.0,480.0,850000000,2709000000
instance_11769,48.0,240.0,390000000,947000000
instance_11770,48.0,200.0,0,682903000000
instance_11772,48.0,240.0,949000000,1108810000000
instance_11776,12.0,120.0,22000000,3790000000
instance_11777,8.0,40.0,1000000,919500000000
instance_11783,96.0,480.0,399000000,8343000000
instance_11784,64.0,320.0,0,507765000000
instance_11785,96.0,480.0,2000000,7718000000
instance_11786,64.0,320.0,0,8181000000
instance_11788,64.0,320.0,364000000,7415000000
instance_11789,96.0,480.0,116000000,647297000000
instance_11790,64.0,320.0,269000000,41433000000
instance_11793,8.0,40.0,182000000,27495000000
instance_11794,8.0,40.0,1000000,314273000000
instance_11795,8.0,40.0,0,314270000000
instance_11796,8.0,40.0,0,314620000000
instance_11797,64.0,320.0,87000000,29755000000
instance_11798,96.0,480.0,1113000000,217986000000
instance_11800,8.0,40.0,441000000,13712000000
instance_11801,64.0,320.0,726000000,4781000000
instance_11802,48.0,240.0,333000000,774404000000
instance_11804,48.0,240.0,171000000,4013000000
instance_11805,64.0,320.0,2968000000,145970000000
instance_11806,48.0,240.0,527000000,8707000000
instance_11807,64.0,320.0,0,8852000000
instance_11808,96.0,480.0,0,9206000000
instance_11809,48.0,240.0,0,9573000000
instance_11813,48.0,240.0,0,1123342000000
instance_11811,64.0,320.0,1000000,9966000000
instance_11816,64.0,320.0,0,17090000000
instance_11810,64.0,320.0,1000000,9628000000
instance_11812,64.0,320.0,0,61514000000
instance_11815,64.0,320.0,0,16624000000
instance_11819,96.0,480.0,0,9282000000
instance_11818,64.0,320.0,1000000,8590000000
instance_11820,96.0,480.0,0,404425000000
instance_11821,96.0,600.0,0,126000000
instance_11822,64.0,420.0,388000000,9743000000
instance_11823,64.0,320.0,250000000,9048000000
instance_11824,64.0,320.0,0,9651000000
instance_11825,64.0,320.0,0,8509000000
instance_11826,64.0,320.0,1000000,8562000000
instance_11827,64.0,320.0,0,8568000000
instance_11830,8.0,40.0,243000000,14441000000
instance_11831,64.0,320.0,54000000,189894000000
instance_11832,64.0,320.0,51000000,18396000000
instance_11838,64.0,320.0,25000000,16057000000
instance_11841,96.0,480.0,366000000,7782000000
instance_11842,64.0,320.0,149000000,636118000000
instance_11843,64.0,320.0,2000000,7148000000
instance_11845,96.0,480.0,91000000,1159151000000
instance_11850,96.0,480.0,21000000,8219000000
instance_11848,64.0,320.0,127000000,7996000000
instance_11847,96.0,480.0,1000000,6881000000
instance_11846,96.0,480.0,5000000,1369115000000
instance_11853,64.0,320.0,208000000,8359000000
instance_11854,64.0,320.0,56000000,84555000000
instance_11855,96.0,480.0,119000000,8657000000
instance_11856,64.0,320.0,158000000,655282000000
instance_11857,48.0,240.0,46000000,469236000000
instance_11861,64.0,320.0,81000000,7389000000
instance_11862,48.0,400.0,16000000,8686000000
instance_11864,64.0,320.0,31000000,6622000000
instance_11867,48.0,200.0,209000000,73063000000
instance_11869,192.0,960.0,204000000,615734000000
instance_11870,96.0,480.0,128000000,13310000000
instance_11874,16.0,80.0,615000000,13118000000
instance_11875,48.0,200.0,216000000,57925000000
instance_11878,192.0,960.0,451000000,107341000000
instance_11879,64.0,320.0,37000000,12915000000
instance_11880,64.0,320.0,404000000,4103000000
instance_11882,64.0,320.0,657000000,3498000000
instance_11888,64.0,320.0,2622000000,9074000000
instance_11889,64.0,320.0,0,19138000000
instance_11883,48.0,240.0,1000000,9314000000
instance_11885,64.0,320.0,0,8625000000
instance_11886,48.0,300.0,0,8746000000
instance_11887,64.0,320.0,0,8740000000
instance_11890,96.0,480.0,0,97614000000
instance_11891,48.0,240.0,0,183445000000
instance_11905,48.0,240.0,0,1100037000000
instance_11892,96.0,480.0,1000000,8486000000
instance_11893,64.0,320.0,0,8582000000
instance_11894,64.0,320.0,0,8639000000
instance_11895,64.0,500.0,0,8777000000
instance_11896,64.0,320.0,0,9285000000
instance_11897,64.0,320.0,0,9365000000
instance_11898,64.0,320.0,0,9634000000
instance_11899,64.0,320.0,0,9653000000
instance_11900,64.0,320.0,0,9706000000
instance_11901,96.0,480.0,0,9684000000
instance_11902,64.0,320.0,0,17390000000
instance_11904,96.0,480.0,0,90550000000
instance_11907,8.0,40.0,283000000,14949000000
instance_11913,48.0,200.0,286000000,7739000000
instance_11908,64.0,320.0,64000000,8798000000
instance_11909,64.0,320.0,2000000,9756000000
instance_11910,64.0,320.0,0,15206000000
instance_11911,64.0,320.0,3000000,18667000000
instance_11912,64.0,320.0,21000000,15552000000
instance_11914,64.0,320.0,63000000,25042000000
instance_11916,64.0,320.0,95000000,8085000000
instance_11917,96.0,480.0,22000000,11841000000
instance_11919,96.0,480.0,7000000,90600000000
instance_11920,64.0,320.0,83000000,14516000000
instance_11922,96.0,480.0,1000000,8267000000
instance_11923,64.0,320.0,23000000,146616000000
instance_11924,64.0,320.0,8000000,174648000000
instance_11925,48.0,300.0,118000000,1107645000000
instance_11926,64.0,320.0,119000000,14333000000
instance_11928,64.0,320.0,161000000,14869000000
instance_11931,64.0,320.0,291000000,84787000000
instance_11932,96.0,480.0,149000000,7666000000
instance_11936,64.0,320.0,451000000,6339000000
instance_11937,48.0,240.0,180000000,5917000000
instance_11938,64.0,320.0,89000000,24147000000
instance_11940,96.0,480.0,203000000,14096000000
instance_11944,64.0,320.0,894000000,754732000000
instance_11945,64.0,320.0,148000000,374589000000
instance_11948,48.0,240.0,2685000000,19755000000
instance_11949,8.0,40.0,199000000,17142000000
instance_11951,64.0,320.0,1341000000,7230000000
instance_11957,64.0,500.0,1000000,7171000000
instance_11959,64.0,320.0,0,7276000000
instance_11960,64.0,320.0,0,7609000000
instance_11961,64.0,320.0,0,7818000000
instance_11962,64.0,320.0,0,133000000
instance_11964,96.0,480.0,0,86989000000
instance_11966,96.0,480.0,0,87459000000
instance_11967,96.0,480.0,0,1135382000000
instance_11968,48.0,200.0,0,1348234000000
instance_11972,48.0,200.0,0,6867000000
instance_11973,64.0,320.0,0,7934000000
instance_11974,64.0,320.0,0,18529000000
instance_11975,64.0,320.0,0,85585000000
instance_11976,64.0,320.0,0,272317000000
instance_11988,64.0,320.0,0,78267000000
instance_11955,96.0,480.0,1000000,6884000000
instance_11958,64.0,320.0,0,7211000000
instance_11965,96.0,480.0,0,87084000000
instance_11977,64.0,320.0,0,7200000000
instance_11978,96.0,480.0,0,6819000000
instance_11979,64.0,320.0,0,7576000000
instance_11956,64.0,320.0,265000000,122000000
instance_11986,64.0,320.0,95000000,124000000
instance_11980,64.0,320.0,127000000,124000000
instance_11981,16.0,80.0,92000000,11616000000
instance_11982,16.0,80.0,0,216610000000
instance_11983,16.0,80.0,0,392328000000
instance_11984,8.0,40.0,0,392370000000
instance_11985,64.0,320.0,33000000,7292000000
instance_11991,64.0,320.0,588000000,845910000000
instance_11993,64.0,320.0,390000000,5996000000
instance_11994,64.0,320.0,1110000000,5153000000
instance_11996,64.0,320.0,569000000,93953000000
instance_11997,48.0,200.0,1243000000,8248000000
instance_11998,64.0,320.0,2000000,1503500000000
instance_11999,192.0,960.0,210000000,352755000000
instance_12000,8.0,40.0,48000000,287349000000
instance_12001,64.0,320.0,251000000,6231000000
instance_12002,8.0,40.0,954000000,19867000000
instance_12003,8.0,40.0,108000000,11851000000
instance_12005,96.0,480.0,23000000,6371000000
instance_12006,96.0,480.0,412000000,1127009000000
instance_12011,64.0,320.0,12000000,73907000000
instance_12010,64.0,500.0,1000000,4627000000
instance_12014,64.0,320.0,0,4714000000
instance_12015,64.0,320.0,0,4787000000
instance_12016,64.0,320.0,0,4904000000
instance_12017,96.0,480.0,0,12330000000
instance_12018,96.0,480.0,0,92013000000
instance_12020,64.0,320.0,226000000,5875000000
instance_12021,64.0,320.0,7000000,5275000000
instance_12022,64.0,320.0,24000000,12334000000
instance_12023,64.0,320.0,26000000,11698000000
instance_12025,64.0,320.0,94000000,18649000000
instance_12026,64.0,320.0,391000000,4492000000
instance_12027,64.0,320.0,89000000,11674000000
instance_12028,64.0,320.0,217000000,18568000000
instance_12029,64.0,320.0,83000000,4511000000
instance_12030,64.0,320.0,60000000,4555000000
instance_12031,64.0,320.0,361000000,14170000000
instance_12032,64.0,320.0,420000000,2963000000
instance_12033,64.0,320.0,1204000000,844000000
instance_12034,64.0,320.0,796000000,7075000000
instance_12040,64.0,500.0,2000000,16374000000
instance_12035,64.0,320.0,1000000,7339000000
instance_12036,64.0,320.0,0,7520000000
instance_12037,64.0,320.0,0,7947000000
instance_12038,64.0,320.0,0,11738000000
instance_12039,64.0,320.0,0,16274000000
instance_12041,96.0,480.0,0,137694000000
instance_12042,64.0,320.0,47000000,775903000000
instance_12043,64.0,320.0,70000000,12051000000
instance_12044,64.0,320.0,91000000,7437000000
instance_12045,64.0,320.0,89000000,7374000000
instance_12046,48.0,240.0,255000000,987788000000
instance_12047,64.0,320.0,45000000,7131000000
instance_12048,64.0,320.0,30000000,10885000000
instance_12049,64.0,320.0,1000000,6717000000
instance_12050,64.0,320.0,0,6806000000
instance_12051,64.0,320.0,180000000,10967000000
instance_12052,64.0,320.0,59000000,11074000000
instance_12053,192.0,960.0,45000000,2730000000
instance_12054,64.0,320.0,75000000,7206000000
instance_12056,16.0,80.0,149000000,347189000000
instance_12057,16.0,80.0,0,511039000000
instance_12055,8.0,40.0,1000000,5978000000
instance_12058,64.0,320.0,1000000,11269000000
instance_12059,8.0,40.0,180000000,3578000000
instance_12060,64.0,320.0,359000000,6678000000
instance_12062,192.0,937.5,2075000000,5731000000
instance_12063,8.0,40.0,82000000,10000000
instance_12064,8.0,40.0,353000000,16711000000
instance_12071,48.0,240.0,2188000000,112166000000
instance_12067,64.0,320.0,1000000,5124000000
instance_12068,64.0,320.0,0,5386000000
instance_12069,64.0,320.0,0,5423000000
instance_12070,64.0,320.0,0,8642000000
instance_12073,8.0,40.0,272000000,527903000000
instance_12074,8.0,40.0,1000000,677823000000
instance_12075,96.0,480.0,93000000,604799000000
instance_12077,64.0,320.0,24000000,17836000000
instance_12079,64.0,320.0,179000000,4475000000
instance_12080,64.0,320.0,60000000,4434000000
instance_12081,64.0,320.0,60000000,35206000000
instance_12082,64.0,320.0,120000000,7925000000
instance_12083,64.0,320.0,420000000,12778000000
instance_12084,64.0,320.0,31000000,23977000000
instance_12085,64.0,320.0,29000000,3398000000
instance_12086,64.0,320.0,150000000,7492000000
instance_12087,64.0,320.0,0,8049000000
instance_12088,64.0,320.0,180000000,8432000000
instance_12090,64.0,320.0,96000000,3480000000
instance_12091,192.0,937.5,631000000,118183000000
instance_12092,96.0,480.0,1678000000,2738000000
instance_12093,64.0,320.0,188000000,4849000000
instance_12094,64.0,320.0,8000000,4495000000
instance_12095,64.0,320.0,0,4660000000
instance_12096,64.0,320.0,0,5095000000
instance_12097,64.0,320.0,0,5382000000
instance_12098,64.0,320.0,0,10159000000
instance_12099,64.0,320.0,0,4936000000
instance_12100,96.0,480.0,3000000,682121000000
instance_12101,64.0,320.0,85000000,4321000000
instance_12102,64.0,320.0,180000000,4556000000
instance_12103,64.0,320.0,85000000,25167000000
instance_12104,48.0,200.0,12000000,7803000000
instance_12105,48.0,200.0,0,90191000000
instance_12107,64.0,320.0,47000000,8199000000
instance_12108,64.0,320.0,0,5003000000
instance_12109,64.0,320.0,65000000,4927000000
instance_12110,64.0,320.0,55000000,11372000000
instance_12111,64.0,320.0,211000000,37079000000
instance_12112,8.0,40.0,200000000,3480000000
instance_12113,64.0,320.0,10000000,23884000000
instance_12114,64.0,320.0,119000000,9083000000
instance_12115,64.0,320.0,1000000,4148000000
instance_12116,192.0,960.0,77000000,776276000000
instance_12117,64.0,320.0,223000000,11244000000
instance_12118,8.0,40.0,185000000,5846000000
instance_12119,8.0,40.0,1000000,30835000000
instance_12120,96.0,640.0,425000000,7961000000
instance_12122,48.0,200.0,0,530000000
instance_12121,48.0,200.0,1000000,88053000000
instance_12123,64.0,320.0,5000000,2399000000
instance_12124,96.0,480.0,0,2764000000
instance_12125,96.0,480.0,1000000,5481000000
instance_12126,96.0,480.0,1000000,122000000
instance_12127,64.0,320.0,0,10472000000
instance_12128,64.0,320.0,0,2210000000
instance_12130,48.0,240.0,0,123000000
instance_12129,96.0,640.0,2000000,160036000000
instance_12132,96.0,480.0,134000000,3577000000
instance_12133,48.0,240.0,2000000,943000000
instance_12134,192.0,960.0,937000000,579634000000
instance_12135,64.0,320.0,453000000,61211000000
instance_12136,64.0,320.0,0,69098000000
instance_12137,96.0,480.0,0,70078000000
instance_12139,64.0,320.0,1000000,4333000000
instance_12138,64.0,320.0,1000000,3923000000
instance_12140,64.0,320.0,0,4429000000
instance_12141,64.0,320.0,0,4399000000
instance_12143,8.0,40.0,205000000,14740000000
instance_12144,64.0,320.0,182000000,28396000000
instance_12145,64.0,320.0,32000000,4119000000
instance_12146,64.0,320.0,119000000,8098000000
instance_12147,64.0,320.0,89000000,3387000000
instance_12148,64.0,320.0,0,3772000000
instance_12149,64.0,320.0,30000000,8932000000
instance_12150,64.0,320.0,30000000,5609000000
instance_12151,64.0,320.0,181000000,8974000000
instance_12152,64.0,320.0,30000000,14601000000
instance_12153,64.0,320.0,180000000,20802000000
instance_12155,64.0,320.0,153000000,3108000000
instance_12156,64.0,320.0,26000000,3789000000
instance_12158,64.0,320.0,150000000,20226000000
instance_12159,64.0,320.0,60000000,3015000000
instance_12160,64.0,320.0,0,13788000000
instance_12161,64.0,320.0,300000000,4700000000
instance_12162,96.0,480.0,144000000,87520000000
instance_12163,8.0,40.0,805000000,9000000
instance_12164,48.0,200.0,287000000,996538000000
instance_12167,96.0,480.0,3000000,52327000000
instance_12168,192.0,960.0,0,723322000000
instance_12169,8.0,40.0,94000000,3176000000
instance_12170,96.0,480.0,28000000,6140000000
instance_12171,64.0,320.0,334000000,455479000000
instance_12172,64.0,320.0,9000000,5139000000
instance_12173,64.0,320.0,0,5185000000
instance_12174,64.0,320.0,0,5254000000
instance_12175,64.0,320.0,0,5587000000
instance_12176,64.0,320.0,0,8922000000
instance_12177,8.0,40.0,100000000,30907000000
instance_12178,64.0,320.0,292000000,4838000000
instance_12179,64.0,320.0,0,5166000000
instance_12180,8.0,40.0,4000000,6000000
instance_12181,64.0,320.0,195000000,9288000000
instance_12182,64.0,320.0,117000000,93353000000
