util,nodes,pods,pods_per_node,priorities,timeout_s,config_dir,n_seeds,n_seeds_not_all_running,n_default_all_running,default_all_running_rate,n_solver_called,solver_called_rate,n_solver_failed,solver_failed_rate,n_default_optimal,default_optimal_rate,n_solver_optimal,solver_optimal_rate,n_solver_feasible,solver_feasible_rate,n_solver_improve,solver_improve_rate,n_other,other_rate,solver_duration_ms_sum,solver_duration_ms_mean,cpu_delta_sum,mem_delta_sum,cpu_delta_mean,mem_delta_mean
105.0,32,128,4,4,20,nodes32_pods128_prio4_util105_timeout20,100,100,0,0.0000,100,1.0000,5,0.0500,2,0.0200,14,0.1400,79,0.7900,93,0.9300,0,0.0000,1876032.0,18760.32,2.657,2.858,0.0266,0.0286
105.0,32,256,8,1,1,nodes32_pods256_prio1_util105_timeout01,100,100,0,0.0000,100,1.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,119908.0,1199.08,0.032,0.061,0.0003,0.0006
105.0,32,256,8,1,10,nodes32_pods256_prio1_util105_timeout10,100,100,0,0.0000,100,1.0000,86,0.8600,0,0.0000,0,0.0000,14,0.1400,14,0.1400,0,0.0000,1101558.0,11015.58,0.351,0.457,0.0035,0.0046
105.0,32,256,8,1,20,nodes32_pods256_prio1_util105_timeout20,100,100,0,0.0000,100,1.0000,62,0.6200,0,0.0000,0,0.0000,38,0.3800,38,0.3800,0,0.0000,2101760.0,21017.6,1.481,1.442,0.0148,0.0144
105.0,32,256,8,2,1,nodes32_pods256_prio2_util105_timeout01,100,100,0,0.0000,100,1.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,125728.0,1257.28,-1.506,-1.553,-0.0151,-0.0155
105.0,32,256,8,2,10,nodes32_pods256_prio2_util105_timeout10,100,100,0,0.0000,100,1.0000,31,0.3100,0,0.0000,0,0.0000,69,0.6900,69,0.6900,0,0.0000,1095393.0,10953.93,1.352,1.555,0.0135,0.0156
105.0,32,256,8,2,20,nodes32_pods256_prio2_util105_timeout20,100,100,0,0.0000,100,1.0000,1,0.0100,0,0.0000,0,0.0000,99,0.9900,99,0.9900,0,0.0000,2076517.0,20765.17,2.777,2.803,0.0278,0.028
105.0,32,256,8,4,1,nodes32_pods256_prio4_util105_timeout01,100,100,0,0.0000,100,1.0000,100,1.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,127103.0,1271.03,-1.522,-1.916,-0.0152,-0.0192
105.0,32,256,8,4,10,nodes32_pods256_prio4_util105_timeout10,100,100,0,0.0000,100,1.0000,41,0.4100,0,0.0000,0,0.0000,59,0.5900,59,0.5900,0,0.0000,1096580.0,10965.8,0.615,0.525,0.0062,0.0053
105.0,32,256,8,4,20,nodes32_pods256_prio4_util105_timeout20,100,100,0,0.0000,100,1.0000,42,0.4200,0,0.0000,0,0.0000,58,0.5800,58,0.5800,0,0.0000,2096359.0,20963.59,0.919,0.727,0.0092,0.0073
