timestamp,kwok_config,seed_config,seed,num_nodes,pods_per_node,num_replicaset,num_priorities,node_cpu_m,node_mem_b,cpu_per_pod_m,mem_per_pod_b,num_replicas_per_rs_set,util,util_tolerance,util_run_cpu,util_run_mem,cpu_m_run,mem_b_run,wait_mode,wait_timeout_s,settle_timeout_s,scheduled_count,unscheduled_count,pods_run_by_node,placed_by_priority,unscheduled,scheduled,pod_node
2025/09/12/15:48:31,scripts/kwok/kwok_configs/default1.yaml,,711718144334761403,4,8,4,8,2400,34359738368,"120,420","2147483648,5583457484","2,8",0.95,0.01,0.948,0.957,9104,131511506808,running,5,3,32,0,"{""kwok-node-1"":8,""kwok-node-2"":8,""kwok-node-3"":8,""kwok-node-4"":8}","{""p8"":8,""p7"":8,""p6"":8,""p5"":8}",{},"{rs-01-p8-45pn2,rs-01-p8-5ntdx,rs-01-p8-fdk9l,rs-01-p8-g7bx6,rs-01-p8-gqw8m,rs-01-p8-mcrv2,rs-01-p8-mt97p,rs-01-p8-rfwbf,rs-02-p7-c6fgv,rs-02-p7-dpfjl,rs-02-p7-g55pn,rs-02-p7-jqnlk,rs-02-p7-kvsqh,rs-02-p7-rrdth,rs-02-p7-tr749,rs-02-p7-xg7fj,rs-03-p6-2b4kx,rs-03-p6-7mrss,rs-03-p6-85tbl,rs-03-p6-gtz2t,rs-03-p6-hp7dj,rs-03-p6-lnsn5,rs-03-p6-wrz64,rs-03-p6-xlqv9,rs-04-p5-287tn,rs-04-p5-7xpd4,rs-04-p5-brn5q,rs-04-p5-bs4hn,rs-04-p5-g99mf,rs-04-p5-hdb5m,rs-04-p5-s5dsr,rs-04-p5-xp622}","[{""name"":""rs-01-p8-45pn2"",""cpu_m"":396,""mem_b"":4643376496,""priority"":""p8"",""node"":""kwok-node-3""},{""name"":""rs-01-p8-5ntdx"",""cpu_m"":396,""mem_b"":4643376496,""priority"":""p8"",""node"":""kwok-node-2""},{""name"":""rs-01-p8-fdk9l"",""cpu_m"":396,""mem_b"":4643376496,""priority"":""p8"",""node"":""kwok-node-3""},{""name"":""rs-01-p8-g7bx6"",""cpu_m"":396,""mem_b"":4643376496,""priority"":""p8"",""node"":""kwok-node-1""},{""name"":""rs-01-p8-gqw8m"",""cpu_m"":396,""mem_b"":4643376496,""priority"":""p8"",""node"":""kwok-node-1""},{""name"":""rs-01-p8-mcrv2"",""cpu_m"":396,""mem_b"":4643376496,""priority"":""p8"",""node"":""kwok-node-2""},{""name"":""rs-01-p8-mt97p"",""cpu_m"":396,""mem_b"":4643376496,""priority"":""p8"",""node"":""kwok-node-4""},{""name"":""rs-01-p8-rfwbf"",""cpu_m"":396,""mem_b"":4643376496,""priority"":""p8"",""node"":""kwok-node-4""},{""name"":""rs-02-p7-c6fgv"",""cpu_m"":270,""mem_b"":4024309061,""priority"":""p7"",""node"":""kwok-node-4""},{""name"":""rs-02-p7-dpfjl"",""cpu_m"":270,""mem_b"":4024309061,""priority"":""p7"",""node"":""kwok-node-2""},{""name"":""rs-02-p7-g55pn"",""cpu_m"":270,""mem_b"":4024309061,""priority"":""p7"",""node"":""kwok-node-1""},{""name"":""rs-02-p7-jqnlk"",""cpu_m"":270,""mem_b"":4024309061,""priority"":""p7"",""node"":""kwok-node-2""},{""name"":""rs-02-p7-kvsqh"",""cpu_m"":270,""mem_b"":4024309061,""priority"":""p7"",""node"":""kwok-node-3""},{""name"":""rs-02-p7-rrdth"",""cpu_m"":270,""mem_b"":4024309061,""priority"":""p7"",""node"":""kwok-node-1""},{""name"":""rs-02-p7-tr749"",""cpu_m"":270,""mem_b"":4024309061,""priority"":""p7"",""node"":""kwok-node-3""},{""name"":""rs-02-p7-xg7fj"",""cpu_m"":270,""mem_b"":4024309061,""priority"":""p7"",""node"":""kwok-node-4""},{""name"":""rs-03-p6-2b4kx"",""cpu_m"":213,""mem_b"":3855941491,""priority"":""p6"",""node"":""kwok-node-4""},{""name"":""rs-03-p6-7mrss"",""cpu_m"":213,""mem_b"":3855941491,""priority"":""p6"",""node"":""kwok-node-1""},{""name"":""rs-03-p6-85tbl"",""cpu_m"":213,""mem_b"":3855941491,""priority"":""p6"",""node"":""kwok-node-1""},{""name"":""rs-03-p6-gtz2t"",""cpu_m"":213,""mem_b"":3855941491,""priority"":""p6"",""node"":""kwok-node-2""},{""name"":""rs-03-p6-hp7dj"",""cpu_m"":213,""mem_b"":3855941491,""priority"":""p6"",""node"":""kwok-node-2""},{""name"":""rs-03-p6-lnsn5"",""cpu_m"":213,""mem_b"":3855941491,""priority"":""p6"",""node"":""kwok-node-4""},{""name"":""rs-03-p6-wrz64"",""cpu_m"":213,""mem_b"":3855941491,""priority"":""p6"",""node"":""kwok-node-3""},{""name"":""rs-03-p6-xlqv9"",""cpu_m"":213,""mem_b"":3855941491,""priority"":""p6"",""node"":""kwok-node-3""},{""name"":""rs-04-p5-287tn"",""cpu_m"":259,""mem_b"":3915311303,""priority"":""p5"",""node"":""kwok-node-3""},{""name"":""rs-04-p5-7xpd4"",""cpu_m"":259,""mem_b"":3915311303,""priority"":""p5"",""node"":""kwok-node-3""},{""name"":""rs-04-p5-brn5q"",""cpu_m"":259,""mem_b"":3915311303,""priority"":""p5"",""node"":""kwok-node-4""},{""name"":""rs-04-p5-bs4hn"",""cpu_m"":259,""mem_b"":3915311303,""priority"":""p5"",""node"":""kwok-node-4""},{""name"":""rs-04-p5-g99mf"",""cpu_m"":259,""mem_b"":3915311303,""priority"":""p5"",""node"":""kwok-node-1""},{""name"":""rs-04-p5-hdb5m"",""cpu_m"":259,""mem_b"":3915311303,""priority"":""p5"",""node"":""kwok-node-2""},{""name"":""rs-04-p5-s5dsr"",""cpu_m"":259,""mem_b"":3915311303,""priority"":""p5"",""node"":""kwok-node-1""},{""name"":""rs-04-p5-xp622"",""cpu_m"":259,""mem_b"":3915311303,""priority"":""p5"",""node"":""kwok-node-2""}]"
2025/09/12/15:49:24,scripts/kwok/kwok_configs/default1.yaml,,3653239367519888380,4,8,6,4,2400,34359738368,"120,420","2147483648,5583457484","2,8",0.95,0.01,0.945,0.942,9072,129405088205,running,5,3,32,0,"{""kwok-node-1"":8,""kwok-node-2"":8,""kwok-node-3"":8,""kwok-node-4"":8}","{""p4"":9,""p3"":9,""p2"":6,""p1"":8}",{},"{rs-01-p4-9khjg,rs-01-p4-9mfl7,rs-01-p4-kssfj,rs-02-p3-cxnbc,rs-02-p3-qbfkh,rs-02-p3-t26zz,rs-03-p2-9vdhd,rs-03-p2-b5ffh,rs-03-p2-frblw,rs-03-p2-p2wqv,rs-03-p2-tc7qs,rs-03-p2-wfq8k,rs-04-p1-2qhrt,rs-04-p1-4tjfp,rs-04-p1-6lpxq,rs-04-p1-7b66x,rs-04-p1-flb22,rs-04-p1-l97dj,rs-04-p1-m9w9p,rs-04-p1-q7qmf,rs-05-p4-5c6nk,rs-05-p4-bm4j6,rs-05-p4-kbhcl,rs-05-p4-nrdpb,rs-05-p4-p2kqp,rs-05-p4-rhspl,rs-06-p3-5n4xr,rs-06-p3-64xm2,rs-06-p3-6q4vq,rs-06-p3-6r7p4,rs-06-p3-j4tjg,rs-06-p3-qtj8s}","[{""name"":""rs-01-p4-9khjg"",""cpu_m"":165,""mem_b"":4082408935,""priority"":""p4"",""node"":""kwok-node-1""},{""name"":""rs-01-p4-9mfl7"",""cpu_m"":165,""mem_b"":4082408935,""priority"":""p4"",""node"":""kwok-node-3""},{""name"":""rs-01-p4-kssfj"",""cpu_m"":165,""mem_b"":4082408935,""priority"":""p4"",""node"":""kwok-node-4""},{""name"":""rs-02-p3-cxnbc"",""cpu_m"":363,""mem_b"":4487743778,""priority"":""p3"",""node"":""kwok-node-3""},{""name"":""rs-02-p3-qbfkh"",""cpu_m"":363,""mem_b"":4487743778,""priority"":""p3"",""node"":""kwok-node-2""},{""name"":""rs-02-p3-t26zz"",""cpu_m"":363,""mem_b"":4487743778,""priority"":""p3"",""node"":""kwok-node-1""},{""name"":""rs-03-p2-9vdhd"",""cpu_m"":252,""mem_b"":4906650529,""priority"":""p2"",""node"":""kwok-node-2""},{""name"":""rs-03-p2-b5ffh"",""cpu_m"":252,""mem_b"":4906650529,""priority"":""p2"",""node"":""kwok-node-4""},{""name"":""rs-03-p2-frblw"",""cpu_m"":252,""mem_b"":4906650529,""priority"":""p2"",""node"":""kwok-node-2""},{""name"":""rs-03-p2-p2wqv"",""cpu_m"":252,""mem_b"":4906650529,""priority"":""p2"",""node"":""kwok-node-4""},{""name"":""rs-03-p2-tc7qs"",""cpu_m"":252,""mem_b"":4906650529,""priority"":""p2"",""node"":""kwok-node-1""},{""name"":""rs-03-p2-wfq8k"",""cpu_m"":252,""mem_b"":4906650529,""priority"":""p2"",""node"":""kwok-node-3""},{""name"":""rs-04-p1-2qhrt"",""cpu_m"":393,""mem_b"":3969701137,""priority"":""p1"",""node"":""kwok-node-3""},{""name"":""rs-04-p1-4tjfp"",""cpu_m"":393,""mem_b"":3969701137,""priority"":""p1"",""node"":""kwok-node-3""},{""name"":""rs-04-p1-6lpxq"",""cpu_m"":393,""mem_b"":3969701137,""priority"":""p1"",""node"":""kwok-node-1""},{""name"":""rs-04-p1-7b66x"",""cpu_m"":393,""mem_b"":3969701137,""priority"":""p1"",""node"":""kwok-node-1""},{""name"":""rs-04-p1-flb22"",""cpu_m"":393,""mem_b"":3969701137,""priority"":""p1"",""node"":""kwok-node-2""},{""name"":""rs-04-p1-l97dj"",""cpu_m"":393,""mem_b"":3969701137,""priority"":""p1"",""node"":""kwok-node-4""},{""name"":""rs-04-p1-m9w9p"",""cpu_m"":393,""mem_b"":3969701137,""priority"":""p1"",""node"":""kwok-node-2""},{""name"":""rs-04-p1-q7qmf"",""cpu_m"":393,""mem_b"":3969701137,""priority"":""p1"",""node"":""kwok-node-4""},{""name"":""rs-05-p4-5c6nk"",""cpu_m"":346,""mem_b"":4472693575,""priority"":""p4"",""node"":""kwok-node-4""},{""name"":""rs-05-p4-bm4j6"",""cpu_m"":346,""mem_b"":4472693575,""priority"":""p4"",""node"":""kwok-node-3""},{""name"":""rs-05-p4-kbhcl"",""cpu_m"":346,""mem_b"":4472693575,""priority"":""p4"",""node"":""kwok-node-1""},{""name"":""rs-05-p4-nrdpb"",""cpu_m"":346,""mem_b"":4472693575,""priority"":""p4"",""node"":""kwok-node-2""},{""name"":""rs-05-p4-p2kqp"",""cpu_m"":346,""mem_b"":4472693575,""priority"":""p4"",""node"":""kwok-node-3""},{""name"":""rs-05-p4-rhspl"",""cpu_m"":346,""mem_b"":4472693575,""priority"":""p4"",""node"":""kwok-node-4""},{""name"":""rs-06-p3-5n4xr"",""cpu_m"":126,""mem_b"":2610159391,""priority"":""p3"",""node"":""kwok-node-3""},{""name"":""rs-06-p3-64xm2"",""cpu_m"":126,""mem_b"":2610159391,""priority"":""p3"",""node"":""kwok-node-2""},{""name"":""rs-06-p3-6q4vq"",""cpu_m"":126,""mem_b"":2610159391,""priority"":""p3"",""node"":""kwok-node-4""},{""name"":""rs-06-p3-6r7p4"",""cpu_m"":126,""mem_b"":2610159391,""priority"":""p3"",""node"":""kwok-node-1""},{""name"":""rs-06-p3-j4tjg"",""cpu_m"":126,""mem_b"":2610159391,""priority"":""p3"",""node"":""kwok-node-2""},{""name"":""rs-06-p3-qtj8s"",""cpu_m"":126,""mem_b"":2610159391,""priority"":""p3"",""node"":""kwok-node-1""}]"
2025/09/12/15:50:22,scripts/kwok/kwok_configs/default1.yaml,,1472235519015286724,4,8,5,6,2400,34359738368,"120,420","2147483648,5583457484","2,8",0.95,0.01,0.913,0.925,8761,127183732110,running,5,3,31,1,"{""kwok-node-1"":8,""kwok-node-2"":8,""kwok-node-3"":7,""kwok-node-4"":8}","{""p6"":7,""p5"":6,""p4"":6,""p3"":5,""p2"":7}",{rs-05-p2-dp4hn},"{rs-01-p6-2srbs,rs-01-p6-bb2s8,rs-01-p6-l89s9,rs-01-p6-lxjmf,rs-01-p6-sm28x,rs-01-p6-x4jmg,rs-01-p6-xjvv2,rs-02-p5-2g22n,rs-02-p5-f2dkc,rs-02-p5-hvb88,rs-02-p5-jb46j,rs-02-p5-mj6bd,rs-02-p5-njsp6,rs-03-p4-5k8xq,rs-03-p4-l4hcf,rs-03-p4-m8rvj,rs-03-p4-s2ls8,rs-03-p4-tgrzd,rs-03-p4-vt9dv,rs-04-p3-58n4p,rs-04-p3-l7dnk,rs-04-p3-rbcqz,rs-04-p3-rzxw9,rs-04-p3-vw9xh,rs-05-p2-2fxgv,rs-05-p2-bsh72,rs-05-p2-dgpx7,rs-05-p2-fzpdq,rs-05-p2-jbs98,rs-05-p2-mwh5h,rs-05-p2-sv84q}","[{""name"":""rs-01-p6-2srbs"",""cpu_m"":180,""mem_b"":5194388451,""priority"":""p6"",""node"":""kwok-node-1""},{""name"":""rs-01-p6-bb2s8"",""cpu_m"":180,""mem_b"":5194388451,""priority"":""p6"",""node"":""kwok-node-1""},{""name"":""rs-01-p6-l89s9"",""cpu_m"":180,""mem_b"":5194388451,""priority"":""p6"",""node"":""kwok-node-4""},{""name"":""rs-01-p6-lxjmf"",""cpu_m"":180,""mem_b"":5194388451,""priority"":""p6"",""node"":""kwok-node-2""},{""name"":""rs-01-p6-sm28x"",""cpu_m"":180,""mem_b"":5194388451,""priority"":""p6"",""node"":""kwok-node-4""},{""name"":""rs-01-p6-x4jmg"",""cpu_m"":180,""mem_b"":5194388451,""priority"":""p6"",""node"":""kwok-node-2""},{""name"":""rs-01-p6-xjvv2"",""cpu_m"":180,""mem_b"":5194388451,""priority"":""p6"",""node"":""kwok-node-3""},{""name"":""rs-02-p5-2g22n"",""cpu_m"":326,""mem_b"":3611221370,""priority"":""p5"",""node"":""kwok-node-3""},{""name"":""rs-02-p5-f2dkc"",""cpu_m"":326,""mem_b"":3611221370,""priority"":""p5"",""node"":""kwok-node-2""},{""name"":""rs-02-p5-hvb88"",""cpu_m"":326,""mem_b"":3611221370,""priority"":""p5"",""node"":""kwok-node-1""},{""name"":""rs-02-p5-jb46j"",""cpu_m"":326,""mem_b"":3611221370,""priority"":""p5"",""node"":""kwok-node-3""},{""name"":""rs-02-p5-mj6bd"",""cpu_m"":326,""mem_b"":3611221370,""priority"":""p5"",""node"":""kwok-node-1""},{""name"":""rs-02-p5-njsp6"",""cpu_m"":326,""mem_b"":3611221370,""priority"":""p5"",""node"":""kwok-node-4""},{""name"":""rs-03-p4-5k8xq"",""cpu_m"":420,""mem_b"":5099202327,""priority"":""p4"",""node"":""kwok-node-4""},{""name"":""rs-03-p4-l4hcf"",""cpu_m"":420,""mem_b"":5099202327,""priority"":""p4"",""node"":""kwok-node-1""},{""name"":""rs-03-p4-m8rvj"",""cpu_m"":420,""mem_b"":5099202327,""priority"":""p4"",""node"":""kwok-node-2""},{""name"":""rs-03-p4-s2ls8"",""cpu_m"":420,""mem_b"":5099202327,""priority"":""p4"",""node"":""kwok-node-2""},{""name"":""rs-03-p4-tgrzd"",""cpu_m"":420,""mem_b"":5099202327,""priority"":""p4"",""node"":""kwok-node-3""},{""name"":""rs-03-p4-vt9dv"",""cpu_m"":420,""mem_b"":5099202327,""priority"":""p4"",""node"":""kwok-node-3""},{""name"":""rs-04-p3-58n4p"",""cpu_m"":213,""mem_b"":3616848436,""priority"":""p3"",""node"":""kwok-node-1""},{""name"":""rs-04-p3-l7dnk"",""cpu_m"":213,""mem_b"":3616848436,""priority"":""p3"",""node"":""kwok-node-4""},{""name"":""rs-04-p3-rbcqz"",""cpu_m"":213,""mem_b"":3616848436,""priority"":""p3"",""node"":""kwok-node-4""},{""name"":""rs-04-p3-rzxw9"",""cpu_m"":213,""mem_b"":3616848436,""priority"":""p3"",""node"":""kwok-node-2""},{""name"":""rs-04-p3-vw9xh"",""cpu_m"":213,""mem_b"":3616848436,""priority"":""p3"",""node"":""kwok-node-3""},{""name"":""rs-05-p2-2fxgv"",""cpu_m"":280,""mem_b"":2925175513,""priority"":""p2"",""node"":""kwok-node-4""},{""name"":""rs-05-p2-bsh72"",""cpu_m"":280,""mem_b"":2925175513,""priority"":""p2"",""node"":""kwok-node-2""},{""name"":""rs-05-p2-dgpx7"",""cpu_m"":280,""mem_b"":2925175513,""priority"":""p2"",""node"":""kwok-node-3""},{""name"":""rs-05-p2-dp4hn"",""cpu_m"":280,""mem_b"":2925175513,""priority"":""p2"",""node"":""""},{""name"":""rs-05-p2-fzpdq"",""cpu_m"":280,""mem_b"":2925175513,""priority"":""p2"",""node"":""kwok-node-1""},{""name"":""rs-05-p2-jbs98"",""cpu_m"":280,""mem_b"":2925175513,""priority"":""p2"",""node"":""kwok-node-2""},{""name"":""rs-05-p2-mwh5h"",""cpu_m"":280,""mem_b"":2925175513,""priority"":""p2"",""node"":""kwok-node-4""},{""name"":""rs-05-p2-sv84q"",""cpu_m"":280,""mem_b"":2925175513,""priority"":""p2"",""node"":""kwok-node-1""}]"
2025/09/12/15:56:45,scripts/kwok/kwok_configs/default1.yaml,,517743847931010908,4,8,5,7,2400,34359738368,"120,420","2147483648,5583457484","2,8",0.95,0.01,0.944,0.949,9062,130401221558,running,5,3,32,0,"{""kwok-node-1"":8,""kwok-node-2"":8,""kwok-node-3"":8,""kwok-node-4"":8}","{""p7"":8,""p6"":8,""p5"":2,""p4"":8,""p3"":6}",{},"{rs-01-p7-4tbsc,rs-01-p7-g5mfn,rs-01-p7-hpprq,rs-01-p7-hqjrj,rs-01-p7-pt7mk,rs-01-p7-t56zp,rs-01-p7-tnxxq,rs-01-p7-v7gzw,rs-02-p6-4n8r4,rs-02-p6-cnpnc,rs-02-p6-kbcpj,rs-02-p6-plh8m,rs-02-p6-tsnm7,rs-02-p6-vgwk7,rs-02-p6-xp2t7,rs-02-p6-zd6sj,rs-03-p5-blz4t,rs-03-p5-thplb,rs-04-p4-5zpdm,rs-04-p4-7fh8h,rs-04-p4-bfnjb,rs-04-p4-bjqzf,rs-04-p4-c4cws,rs-04-p4-gp7cv,rs-04-p4-knh92,rs-04-p4-p22gs,rs-05-p3-4825j,rs-05-p3-4nw9z,rs-05-p3-b8x4v,rs-05-p3-fg5p9,rs-05-p3-x8r47,rs-05-p3-xhw9p}","[{""name"":""rs-01-p7-4tbsc"",""cpu_m"":264,""mem_b"":5175249129,""priority"":""p7"",""node"":""kwok-node-3""},{""name"":""rs-01-p7-g5mfn"",""cpu_m"":264,""mem_b"":5175249129,""priority"":""p7"",""node"":""kwok-node-4""},{""name"":""rs-01-p7-hpprq"",""cpu_m"":264,""mem_b"":5175249129,""priority"":""p7"",""node"":""kwok-node-2""},{""name"":""rs-01-p7-hqjrj"",""cpu_m"":264,""mem_b"":5175249129,""priority"":""p7"",""node"":""kwok-node-1""},{""name"":""rs-01-p7-pt7mk"",""cpu_m"":264,""mem_b"":5175249129,""priority"":""p7"",""node"":""kwok-node-3""},{""name"":""rs-01-p7-t56zp"",""cpu_m"":264,""mem_b"":5175249129,""priority"":""p7"",""node"":""kwok-node-4""},{""name"":""rs-01-p7-tnxxq"",""cpu_m"":264,""mem_b"":5175249129,""priority"":""p7"",""node"":""kwok-node-1""},{""name"":""rs-01-p7-v7gzw"",""cpu_m"":264,""mem_b"":5175249129,""priority"":""p7"",""node"":""kwok-node-2""},{""name"":""rs-02-p6-4n8r4"",""cpu_m"":341,""mem_b"":2354226378,""priority"":""p6"",""node"":""kwok-node-2""},{""name"":""rs-02-p6-cnpnc"",""cpu_m"":341,""mem_b"":2354226378,""priority"":""p6"",""node"":""kwok-node-4""},{""name"":""rs-02-p6-kbcpj"",""cpu_m"":341,""mem_b"":2354226378,""priority"":""p6"",""node"":""kwok-node-3""},{""name"":""rs-02-p6-plh8m"",""cpu_m"":341,""mem_b"":2354226378,""priority"":""p6"",""node"":""kwok-node-4""},{""name"":""rs-02-p6-tsnm7"",""cpu_m"":341,""mem_b"":2354226378,""priority"":""p6"",""node"":""kwok-node-1""},{""name"":""rs-02-p6-vgwk7"",""cpu_m"":341,""mem_b"":2354226378,""priority"":""p6"",""node"":""kwok-node-3""},{""name"":""rs-02-p6-xp2t7"",""cpu_m"":341,""mem_b"":2354226378,""priority"":""p6"",""node"":""kwok-node-2""},{""name"":""rs-02-p6-zd6sj"",""cpu_m"":341,""mem_b"":2354226378,""priority"":""p6"",""node"":""kwok-node-1""},{""name"":""rs-03-p5-blz4t"",""cpu_m"":212,""mem_b"":4328007967,""priority"":""p5"",""node"":""kwok-node-3""},{""name"":""rs-03-p5-thplb"",""cpu_m"":212,""mem_b"":4328007967,""priority"":""p5"",""node"":""kwok-node-2""},{""name"":""rs-04-p4-5zpdm"",""cpu_m"":240,""mem_b"":4748659809,""priority"":""p4"",""node"":""kwok-node-1""},{""name"":""rs-04-p4-7fh8h"",""cpu_m"":240,""mem_b"":4748659809,""priority"":""p4"",""node"":""kwok-node-3""},{""name"":""rs-04-p4-bfnjb"",""cpu_m"":240,""mem_b"":4748659809,""priority"":""p4"",""node"":""kwok-node-2""},{""name"":""rs-04-p4-bjqzf"",""cpu_m"":240,""mem_b"":4748659809,""priority"":""p4"",""node"":""kwok-node-4""},{""name"":""rs-04-p4-c4cws"",""cpu_m"":240,""mem_b"":4748659809,""priority"":""p4"",""node"":""kwok-node-3""},{""name"":""rs-04-p4-gp7cv"",""cpu_m"":240,""mem_b"":4748659809,""priority"":""p4"",""node"":""kwok-node-1""},{""name"":""rs-04-p4-knh92"",""cpu_m"":240,""mem_b"":4748659809,""priority"":""p4"",""node"":""kwok-node-4""},{""name"":""rs-04-p4-p22gs"",""cpu_m"":240,""mem_b"":4748659809,""priority"":""p4"",""node"":""kwok-node-2""},{""name"":""rs-05-p3-4825j"",""cpu_m"":313,""mem_b"":3920020516,""priority"":""p3"",""node"":""kwok-node-4""},{""name"":""rs-05-p3-4nw9z"",""cpu_m"":313,""mem_b"":3920020516,""priority"":""p3"",""node"":""kwok-node-1""},{""name"":""rs-05-p3-b8x4v"",""cpu_m"":313,""mem_b"":3920020516,""priority"":""p3"",""node"":""kwok-node-3""},{""name"":""rs-05-p3-fg5p9"",""cpu_m"":313,""mem_b"":3920020516,""priority"":""p3"",""node"":""kwok-node-4""},{""name"":""rs-05-p3-x8r47"",""cpu_m"":313,""mem_b"":3920020516,""priority"":""p3"",""node"":""kwok-node-2""},{""name"":""rs-05-p3-xhw9p"",""cpu_m"":313,""mem_b"":3920020516,""priority"":""p3"",""node"":""kwok-node-1""}]"
